The Depository Trust & Clearing Corporation (DTCC) Global GCC Head,"['https://in.linkedin.com/in/vinay-jain-2308a713', 'https://in.linkedin.com/in/sathyabama-venkatmani-99457316', 'https://in.linkedin.com/in/pawan-kumar-6a0a5642', 'https://in.linkedin.com/in/ebenezer-benjamin-b916317b']"
The Depository Trust & Clearing Corporation (DTCC) Global GIC Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global Global Development Centre Head,['https://in.linkedin.com/in/isaac-shanthakumar-814ba83']
The Depository Trust & Clearing Corporation (DTCC) Global Country Head,['https://in.linkedin.com/in/isaac-shanthakumar-814ba83']
The Depository Trust & Clearing Corporation (DTCC) Global Site Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global Centre Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global CTO,['https://in.linkedin.com/in/prabhu-karmegam-01926455']
The Depository Trust & Clearing Corporation (DTCC) Global CIO,[]
The Depository Trust & Clearing Corporation (DTCC) Global HR Head,['https://in.linkedin.com/in/chandrakumaran-pragalathan-1a017112']
The Depository Trust & Clearing Corporation (DTCC) Global Chief Marketing Officer,[]
The Depository Trust & Clearing Corporation (DTCC) Global Talent Acquistion Head,"['https://in.linkedin.com/in/justinvijay', 'https://in.linkedin.com/in/abilasha-john1', 'https://in.linkedin.com/in/thileep', 'https://in.linkedin.com/in/chandrakumaran-pragalathan-1a017112', 'https://in.linkedin.com/in/vinodha-rajasekar-8565802b']"
The Depository Trust & Clearing Corporation (DTCC) Global Offshoring Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global IT Commercial Head,"['https://in.linkedin.com/in/subingopi', 'https://in.linkedin.com/in/prabhu-karmegam-01926455', 'https://in.linkedin.com/in/sathyabama-venkatmani-99457316']"
The Depository Trust & Clearing Corporation (DTCC) Global IT Services Procurement Head,"['https://in.linkedin.com/in/vinod-sv', 'https://in.linkedin.com/in/sivaramakrishnan-narasimhan', 'https://in.linkedin.com/in/chandrakumaran-pragalathan-1a017112']"
The Depository Trust & Clearing Corporation (DTCC) Global Indirect Procurement Head,"['https://in.linkedin.com/pub/dir/Ranjit/Nair+-+%5Blion%5D/in-0-India', 'https://in.linkedin.com/pub/dir/Ranjit/Nair+-+Open+Networker/in-0-India']"
The Depository Trust & Clearing Corporation (DTCC) Global Strategic Sourcing Head,"['https://in.linkedin.com/in/sivaramakrishnan-narasimhan', 'https://in.linkedin.com/in/vinod-sv', 'https://in.linkedin.com/in/isaac-shanthakumar-814ba83']"
The Depository Trust & Clearing Corporation (DTCC) Global Vendor Management Head,"['https://in.linkedin.com/in/vinod-sv', 'https://in.linkedin.com/in/prabhu-karmegam-01926455']"
The Depository Trust & Clearing Corporation (DTCC) Global Workforce Strategy Head,"['https://in.linkedin.com/in/chandrakumaran-pragalathan-1a017112', 'https://in.linkedin.com/in/isaac-shanthakumar-814ba83']"
The Depository Trust & Clearing Corporation (DTCC) Global Contigency Hiring Head,"['https://in.linkedin.com/in/abilasha-john1', 'https://in.linkedin.com/in/shushank-madhu-rathore-6795a5110', 'https://in.linkedin.com/in/thileep']"
The Depository Trust & Clearing Corporation (DTCC) Global Contractual Staffing Head,['https://in.linkedin.com/in/abilasha-john1']
The Depository Trust & Clearing Corporation (DTCC) Global Staff Augmentation Head,['https://in.linkedin.com/in/shushank-madhu-rathore-6795a5110']
The Depository Trust & Clearing Corporation (DTCC) Global Technical T&M Hiring Head,"['https://in.linkedin.com/in/paresh-prabhu-b07156145', 'https://in.linkedin.com/in/pooja-o-48512118b?trk=public_profile_browsemap', 'https://in.linkedin.com/in/austin-dsouza-1a918b16']"
The Depository Trust & Clearing Corporation (DTCC) Global Shared Services Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/sivaramakrishnan-narasimhan', 'https://in.linkedin.com/in/chandrakumaran-pragalathan-1a017112', 'https://in.linkedin.com/in/sathyabama-venkatmani-99457316']"
The Depository Trust & Clearing Corporation (DTCC) Global Chief Administrative Officer,[]
The Depository Trust & Clearing Corporation (DTCC) Global Digital Transformation Head,"['https://in.linkedin.com/in/sivaramakrishnan-narasimhan', 'https://in.linkedin.com/in/sathyabama-venkatmani-99457316']"
The Depository Trust & Clearing Corporation (DTCC) Global Enterprise IT Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global IT Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/prabhu-karmegam-01926455']"
The Depository Trust & Clearing Corporation (DTCC) Global Engineering Head,"['https://in.linkedin.com/in/pawan-kumar-6a0a5642', 'https://in.linkedin.com/in/sathyabama-venkatmani-99457316', 'https://in.linkedin.com/in/isaac-shanthakumar-814ba83']"
The Depository Trust & Clearing Corporation (DTCC) Global Delivery Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/vinay-jain-2308a713', 'https://in.linkedin.com/in/sathyabama-venkatmani-99457316']"
The Depository Trust & Clearing Corporation (DTCC) Global Program Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/prabhu-karmegam-01926455']"
The Depository Trust & Clearing Corporation (DTCC) Global Data Head,"['https://in.linkedin.com/in/sivaramakrishnan-narasimhan', 'https://in.linkedin.com/in/isaac-shanthakumar-814ba83']"
The Depository Trust & Clearing Corporation (DTCC) Global Data Centre Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/prabhu-karmegam-01926455']"
The Depository Trust & Clearing Corporation (DTCC) Global Supply Chain Head,"['https://in.linkedin.com/in/sivaramakrishnan-narasimhan', 'https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/vinod-sv']"
The Depository Trust & Clearing Corporation (DTCC) Global Supply Chain IT Head,"['https://in.linkedin.com/in/sivaramakrishnan-narasimhan', 'https://in.linkedin.com/in/isaac-shanthakumar-814ba83']"
The Depository Trust & Clearing Corporation (DTCC) Global Testing Head,"['https://in.linkedin.com/in/srinivasansankararaman', 'https://in.linkedin.com/in/prince-gupta-44ba1536', 'https://in.linkedin.com/in/sivaramakrishnan-narasimhan', 'https://in.linkedin.com/in/deepa-krishnan-sdet', 'https://in.linkedin.com/in/vaishnavi-arivalagan-231914108']"
The Depository Trust & Clearing Corporation (DTCC) Global QA Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global Automation Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/prabhu-karmegam-01926455', 'https://in.linkedin.com/in/pawan-kumar-6a0a5642', 'https://in.linkedin.com/in/narayanan-subramanian-b3093920']"
The Depository Trust & Clearing Corporation (DTCC) Global MES Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global IDES Head,['https://in.linkedin.com/in/sathyabama-venkatmani-99457316']
The Depository Trust & Clearing Corporation (DTCC) Global PLM Head,"['https://in.linkedin.com/in/ayyappan84', 'https://in.linkedin.com/in/harish-krishnamurthy-202972b7', 'https://in.linkedin.com/in/ravi-ravi-srinivasan-24ba1577', 'https://in.linkedin.com/jobs/view/product-owner-associate-director-at-the-depository-trust-clearing-corporation-dtcc-4138061686', 'https://in.linkedin.com/in/senthilnathansk']"
The Depository Trust & Clearing Corporation (DTCC) Global Industry 4.0 Head,"['https://in.linkedin.com/in/sivaramakrishnan-narasimhan', 'https://in.linkedin.com/in/isaac-shanthakumar-814ba83']"
The Depository Trust & Clearing Corporation (DTCC) Global Cloud Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/sivaramakrishnan-narasimhan']"
The Depository Trust & Clearing Corporation (DTCC) Global IT Infra Head,"['https://in.linkedin.com/in/divya-ramachandran-323a6473', 'https://in.linkedin.com/in/dtmushakrishnan', 'https://in.linkedin.com/in/mohamed-ibraihm-shaik-dawood-9b01075', 'https://in.linkedin.com/in/ravindra-r-tendulkar-2b86a527', 'https://in.linkedin.com/in/mksudhankumar']"
The Depository Trust & Clearing Corporation (DTCC) Global ERP Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/narendra-prasad-a-67280117', 'https://in.linkedin.com/in/vinod-sv']"
The Depository Trust & Clearing Corporation (DTCC) Global SAP Head,"['https://in.linkedin.com/in/pawan-kumar-6a0a5642', 'https://in.linkedin.com/in/ayyappan84']"
The Depository Trust & Clearing Corporation (DTCC) Global Database Head,"['https://in.linkedin.com/in/prabhu-karmegam-01926455', 'https://in.linkedin.com/in/sivaramakrishnan-narasimhan']"
The Depository Trust & Clearing Corporation (DTCC) Global Digital Workplace Head,['https://in.linkedin.com/in/chandrakumaran-pragalathan-1a017112']
The Depository Trust & Clearing Corporation (DTCC) Global ServiceNow Head,['https://in.linkedin.com/in/iamkalai']
The Depository Trust & Clearing Corporation (DTCC) Global Cybersecurity Head,['https://in.linkedin.com/in/srideviramamoorthy']
The Depository Trust & Clearing Corporation (DTCC) Global Customer Experience Head,['https://in.linkedin.com/in/isaac-shanthakumar-814ba83']
The Depository Trust & Clearing Corporation (DTCC) Global GenAI Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/sathyabama-venkatmani-99457316']"
The Depository Trust & Clearing Corporation (DTCC) Global Analytics Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global Data Science Head,"['https://in.linkedin.com/in/ramkumar10', 'https://in.linkedin.com/in/sarath-kumar-53037765', 'https://in.linkedin.com/in/sivaramakrishnan-narasimhan']"
The Depository Trust & Clearing Corporation (DTCC) Global RPA Head,['https://in.linkedin.com/in/pawan-kumar-6a0a5642']
The Depository Trust & Clearing Corporation (DTCC) Global DevOps Head,"['https://in.linkedin.com/in/jeffreyrubind', 'https://in.linkedin.com/in/pawan-kumar-6a0a5642', 'https://in.linkedin.com/in/mohanudt55', 'https://in.linkedin.com/in/sathyabama-venkatmani-99457316', 'https://in.linkedin.com/in/muthu-prince-j-1a768328']"
The Depository Trust & Clearing Corporation (DTCC) Global CRM Head,"['https://in.linkedin.com/in/vinod-sv', 'https://in.linkedin.com/in/ayyappan84']"
The Depository Trust & Clearing Corporation (DTCC) Global Software Engineering Head,"['https://in.linkedin.com/in/pawan-kumar-6a0a5642', 'https://in.linkedin.com/in/sowmya-surendran-87019727', 'https://in.linkedin.com/in/sowmya-harsha-471b3344', 'https://in.linkedin.com/in/bhagya-rajendran-94970515']"
The Depository Trust & Clearing Corporation (DTCC) Global Plant Head,['https://in.linkedin.com/in/ebenezer-benjamin-b916317b']
The Depository Trust & Clearing Corporation (DTCC) Global Manufacturing Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global GBS Head,"['https://in.linkedin.com/in/muralidharan-varadhan-639274221', 'https://in.linkedin.com/in/muthu-prince-j-1a768328']"
The Depository Trust & Clearing Corporation (DTCC) Global Innovation Head,['https://in.linkedin.com/in/isaac-shanthakumar-814ba83']
The Depository Trust & Clearing Corporation (DTCC) Global Application Development Head,"['https://in.linkedin.com/in/isaac-shanthakumar-814ba83', 'https://in.linkedin.com/in/sathyabama-venkatmani-99457316', 'https://in.linkedin.com/in/bhagya-rajendran-94970515']"
The Depository Trust & Clearing Corporation (DTCC) Global Offshoring Head,[]
The Depository Trust & Clearing Corporation (DTCC) Global ESG Head,['https://in.linkedin.com/in/isaac-shanthakumar-814ba83']
"Itron, Inc. Global GCC Head","['https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/gokulmuthu', 'https://in.linkedin.com/in/srinivasa-r-g-831b9a8', 'https://in.linkedin.com/in/soumyajitdas']"
"Itron, Inc. Global GIC Head","['https://in.linkedin.com/in/kartik-bhatnagar18', 'https://in.linkedin.com/in/nihal-n-pmp-a35739108']"
"Itron, Inc. Global Global Development Centre Head",[]
"Itron, Inc. Global CTO",[]
"Itron, Inc. Global CIO","['https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/meghanath-varma-raja-29539072']"
"Itron, Inc. Global HR Head","['https://in.linkedin.com/in/rajani-rai-66a76a22', 'https://in.linkedin.com/in/pratibha-uniyal', 'https://in.linkedin.com/in/pallavi-shetty-4301b385']"
"Itron, Inc. Global Chief Marketing Officer",[]
"Itron, Inc. Global Talent Acquistion Head","['https://in.linkedin.com/in/gitanjali-sahu-b76b3360', 'https://in.linkedin.com/in/rajani-rai-66a76a22', 'https://in.linkedin.com/in/suranjana', 'https://in.linkedin.com/in/vasim-ahmad', 'https://in.linkedin.com/in/hemant-manghnani-23131b27']"
"Itron, Inc. Global Offshoring Head","['https://in.linkedin.com/in/pawan-porwal-98598316', 'https://in.linkedin.com/in/suchithra-gs-55139b172', 'https://in.linkedin.com/in/richard-raj', 'https://in.linkedin.com/in/anindyamaitra', 'https://in.linkedin.com/in/pawan-porwal-98598316']"
"Itron, Inc. Global IT Commercial Head","['https://in.linkedin.com/in/ramesh-shukla-07236233', 'https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/ankit-srivastava-27737321', 'https://in.linkedin.com/in/gokulmuthu']"
"Itron, Inc. Global IT Services Procurement Head","['https://in.linkedin.com/in/ankit-srivastava-27737321', 'https://in.linkedin.com/in/shahid-hussain-75a045108', 'https://in.linkedin.com/in/shantanu-singh-6a205741']"
"Itron, Inc. Global Indirect Procurement Head","['https://in.linkedin.com/in/ankit-srivastava-27737321', 'https://in.linkedin.com/in/praveen-gupta-60490948', 'https://in.linkedin.com/in/rakhi-kondawar-706aa517', 'https://in.linkedin.com/in/venkataraman-bhat-3b697620', 'https://in.linkedin.com/in/ranjit-nair-061270112']"
"Itron, Inc. Global Strategic Sourcing Head","['https://in.linkedin.com/in/ankit-srivastava-27737321', 'https://in.linkedin.com/in/praveen-gupta-60490948']"
"Itron, Inc. Global Vendor Management Head","['https://in.linkedin.com/in/meghanath-varma-raja-29539072', 'https://in.linkedin.com/in/shahid-hussain-75a045108', 'https://in.linkedin.com/in/gaurav-meena-3639952a', 'https://in.linkedin.com/in/pawan-mathur-4ab7922b', 'https://in.linkedin.com/in/rakhi-kondawar-706aa517']"
"Itron, Inc. Global Workforce Strategy Head","['https://in.linkedin.com/in/rajani-rai-66a76a22', 'https://in.linkedin.com/in/meghanath-varma-raja-29539072', 'https://in.linkedin.com/in/pawan-mathur-4ab7922b']"
"Itron, Inc. Global Contigency Hiring Head","['https://in.linkedin.com/in/gitanjali-sahu-b76b3360', 'https://in.linkedin.com/in/vb6244', 'https://in.linkedin.com/in/rakhi-kondawar-706aa517']"
"Itron, Inc. Global Contractual Staffing Head","['https://in.linkedin.com/in/meghanath-varma-raja-29539072', 'https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/ankit-srivastava-27737321', 'https://in.linkedin.com/in/pawan-mathur-4ab7922b']"
"Itron, Inc. Global Staff Augmentation Head","['https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/amal-narayanan', 'https://in.linkedin.com/in/bidishaadas', 'https://in.linkedin.com/in/anukriti-dwivedi-97419a160', 'https://in.linkedin.com/in/suman-mondal-79750118']"
"Itron, Inc. Global Technical T&M Hiring Head","['https://in.linkedin.com/in/mansi-sharma-736666129', 'https://in.linkedin.com/in/tarun-thakur-9253b5221', 'https://in.linkedin.com/in/kashish-khandelwal-73634721b', 'https://in.linkedin.com/in/sanjay-s-b842b41ba?trk=public_profile_browsemap', 'https://in.linkedin.com/in/padmavathi-prasad-0970b0174']"
"Itron, Inc. Global Shared Services Head","['https://in.linkedin.com/in/meghanath-varma-raja-29539072', 'https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/pawan-mathur-4ab7922b']"
"Itron, Inc. Global Chief Administrative Officer","['https://in.linkedin.com/in/meghanath-varma-raja-29539072', 'https://in.linkedin.com/in/aayushbhalla']"
"Itron, Inc. Global Digital Transformation Head","['https://in.linkedin.com/in/gokulmuthu', 'https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/meghanath-varma-raja-29539072']"
"Itron, Inc. Global Enterprise IT Head","['https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/pawan-mathur-4ab7922b', 'https://in.linkedin.com/in/meghanath-varma-raja-29539072', 'https://in.linkedin.com/in/biswadeep-mohanty-59a3201a']"
"Itron, Inc. Global IT Head","['https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/pawan-mathur-4ab7922b', 'https://in.linkedin.com/in/srinivasa-r-g-831b9a8', 'https://in.linkedin.com/in/ravi-kumar-kadiyala-b8353720', 'https://in.linkedin.com/in/rajani-rai-66a76a22']"
"Itron, Inc. Global Engineering Head","['https://in.linkedin.com/in/ravi-kumar-kadiyala-b8353720', 'https://in.linkedin.com/in/gokulmuthu', 'https://in.linkedin.com/in/santosh-kodimyala', 'https://in.linkedin.com/in/pawan-mathur-4ab7922b']"
"Itron, Inc. Global Delivery Head","['https://in.linkedin.com/in/devesh-joshi-9aba7226', 'https://in.linkedin.com/in/gaurav-meena-3639952a', 'https://in.linkedin.com/in/praveen-chopparapu-bb977895', 'https://in.linkedin.com/in/meghanath-varma-raja-29539072']"
"Itron, Inc. Global Program Head","['https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/biswadeep-mohanty-59a3201a', 'https://in.linkedin.com/in/meghanath-varma-raja-29539072']"
"Itron, Inc. Global Data Head","['https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/gokulmuthu']"
"Itron, Inc. Global Data Centre Head","['https://in.linkedin.com/in/meghanath-varma-raja-29539072', 'https://in.linkedin.com/in/aayushbhalla', 'https://in.linkedin.com/in/gokulmuthu']"
"Itron, Inc. Global Supply Chain Head","['https://in.linkedin.com/in/ankit-srivastava-27737321', 'https://in.linkedin.com/in/gaurav-meena-3639952a', 'https://in.linkedin.com/in/ajay-patil-38a54a250']"
"Itron, Inc. Global Supply Chain IT Head","['https://in.linkedin.com/in/gaurav-meena-3639952a', 'https://in.linkedin.com/in/ajay-patil-38a54a250']"
